Transaction_Amount,Account_Age_Days,Time_Since_Last_Transaction,Transactions_Last_24h,Transactions_Last_7d,Avg_Transaction_Amount_7d,Avg_Transaction_Amount_30d,Distance_From_Home_Location,Device_Risk_Score,Merchant_Risk_Score,Velocity_Transactions_1h,Velocity_Transactions_24h,Chargeback_History_Count,Failed_Login_Count,Session_Duration,IP_Risk_Score,Behavioral_Anomaly_Score,Card_Usage_Frequency,Credit_Limit_Utilization,Geo_Location_Risk,Transaction_Hour,Days_Since_Last_Address_Change,Num_Unique_Merchants_7d,Amount_Deviation_From_Avg,Email_Domain_Age_Days,Num_Cards_On_Account,Previous_Fraud_Reports,Merchant_Category,Transaction_Channel,Device_Type,Payment_Method,Country_Code,Account_Type,Card_Presence,Customer_Segment,Merchant_Size,Authentication_Type,Transaction_Day_Of_Week,Card_Type,Email_Provider,Fraud_Label,Time
52.66,914,20.81,1,7,104.62,97.88,135.33,0,38.2,0,3,0,0,343.8,12.8,5,6.5,0.212,10.3,8,557,5,-45.23,2121,1,0,gas_station,POS,mobile_browser,debit_card,DE,personal,not_present,inactive,large,3d_secure,Sunday,visa,outlook.com,0,50.49410601196316
18.23,942,7.07,4,4,40.52,40.98,6.95,10.2,54.9,1,4,0,1,79.2,18,9.1,21.5,0.319,70.6,17,663,2,-22.75,1754,3,0,grocery,online,mobile_app,credit_card,FR,premium,not_present,vip,small,pin,Friday,mastercard,gmail.com,0,50.97196075899694
12.57,1075,25.2,4,6,22.68,19.75,29.11,11.9,30.5,0,1,0,0,166.3,28.8,2,15.9,0.238,21.6,9,522,5,-7.18,1916,2,0,grocery,online,tablet,credit_card,CA,premium,present,inactive,small,pin,Saturday,visa,yahoo.com,0,51.826816939695334
10.35,1435,26.31,0,28,16.1,14.76,10.07,27.5,12.5,1,2,0,0,180.2,61.9,56.9,11.5,0.493,8.3,19,984,5,-4.42,2721,1,0,health,mobile,desktop,credit_card,US,business,present,regular,medium,signature,Friday,amex,other,0,52.221689483971296
51.35,1197,21.91,6,17,31.37,32.71,19.41,19.2,21.6,1,2,0,0,723.2,16.7,0,11.2,0.351,19.7,13,564,2,18.64,2160,1,0,grocery,POS,desktop,digital_wallet,US,business,not_present,regular,medium,biometric,Sunday,discover,yahoo.com,0,52.65070321046211
54.71,1190,50.36,4,6,33.34,35.11,7.55,19.3,15.4,1,1,0,0,440.2,6.5,12.8,15.7,0.095,0.3,5,35,11,19.6,1559,2,0,restaurant,mobile,mobile_app,digital_wallet,CN,personal,present,regular,small,signature,Thursday,mastercard,yahoo.com,0,52.97423544
30.25,1319,12.69,2,7,31.59,29.79,45.48,16.1,29.4,0,1,0,0,472.3,32.1,11.7,13.2,0.206,13.2,12,626,4,0.46,1910,3,0,entertainment,POS,desktop,debit_card,US,personal,present,regular,medium,3d_secure,Tuesday,mastercard,yahoo.com,0,52.989169151843264
7.19,831,18.33,2,13,5,5,5.17,32.1,17.1,0,1,0,0,339.8,11.8,57.4,18.2,0.442,36,12,652,2,2.19,1729,2,0,online_services,mobile,tablet,credit_card,US,personal,present,regular,medium,pin,Thursday,discover,yahoo.com,0,53.055386264254544
222.68,1164,6.6,3,12,224.66,227.23,6.11,5.7,9.5,1,2,0,0,38.8,0,6.9,14.2,0.149,4.6,8,20,6,-4.54,1970,2,0,grocery,mobile,mobile_browser,debit_card,US,personal,present,regular,medium,signature,Saturday,mastercard,gmail.com,0,53.073907799404516
18.78,825,11.8,1,8,15.35,14.02,16.98,24.6,11.2,0,3,1,0,308.1,14,18.4,9.7,0.269,17.6,17,561,1,4.76,2852,1,0,online_services,online,mobile_app,debit_card,US,student,not_present,regular,large,biometric,Wednesday,amex,hotmail.com,0,53.66071093894249
47.75,1128,31.82,2,10,72.78,66.19,17.23,50.1,3.4,0,2,0,0,87.4,3,13,8.3,0.248,15,0,490,3,-18.44,2095,1,0,restaurant,mobile,mobile_app,credit_card,US,business,present,vip,small,biometric,Sunday,mastercard,gmail.com,0,53.87960103004365
4.7,1078,23.27,4,31,7.78,7.29,242.54,11.7,68.4,0,3,0,0,348.8,24.1,4.3,33.5,0.441,9.7,12,537,13,-2.59,2282,3,0,grocery,mobile,mobile_app,credit_card,GB,premium,present,inactive,large,pin,Sunday,visa,gmail.com,0,54.291654592781484
78.92,1338,20.49,1,10,49.91,52.13,1.84,0,40.3,0,0,0,1,40.1,9.1,30.6,27.5,0.195,24.2,18,728,3,26.78,2283,4,0,restaurant,online,mobile_browser,digital_wallet,CA,personal,not_present,vip,medium,3d_secure,Tuesday,visa,yahoo.com,0,55.67278860009215
57.39,1618,27.53,6,6,45.33,51.25,6.98,18.3,5.4,0,2,0,0,181.5,52.4,7.6,3.5,0.392,0,13,524,4,6.14,3012,1,0,gas_station,POS,mobile_browser,credit_card,JP,premium,not_present,regular,large,pin,Saturday,mastercard,hotmail.com,0,55.83909711742246
4.48,811,6.46,1,9,8.76,8.15,43.65,3.2,14.6,0,4,0,0,255.7,0,39.5,11,0.486,38.3,13,702,4,-3.66,1572,3,0,grocery,mobile,mobile_app,debit_card,US,personal,present,inactive,large,pin,Wednesday,mastercard,protonmail.com,0,56.14550066285441
10.15,1489,19.57,2,8,15.29,15.66,94.83,5.6,29.4,1,2,0,0,325.8,4.9,16.4,16.5,0.528,0,6,563,6,-5.51,1792,1,0,grocery,POS,desktop,credit_card,GB,business,not_present,regular,medium,pin,Thursday,visa,yahoo.com,0,56.96257516842679
19.1,988,24.87,2,30,11.15,11.44,4.66,3.9,51.3,0,1,0,0,211.2,35,25.6,13.2,0.319,21.2,21,521,6,7.66,2199,2,0,grocery,mobile,mobile_browser,credit_card,DE,personal,not_present,regular,small,pin,Monday,mastercard,yahoo.com,0,57.113262159438875
171.75,97,24.87,5,9,120.87,116.98,50.97,13.6,14.9,1,2,1,0,435.9,24.5,6.7,14.7,0.327,100,9,547,1,54.76,2054,1,0,restaurant,POS,tablet,debit_card,US,personal,present,regular,small,3d_secure,Friday,mastercard,gmail.com,0,57.15972264099798
116.42,930,6.3,4,7,146.84,151.42,10.27,21,3.5,0,0,2,0,31.1,4.2,15.6,7.3,0,25.4,10,562,3,-35,2411,1,0,grocery,online,mobile_browser,credit_card,FR,business,present,new,large,pin,Saturday,mastercard,outlook.com,0,57.35816401725247
36.22,1217,12.22,1,10,21.91,21.76,519.81,0,31.7,0,4,0,0,2312.8,0,11,16.5,0.423,19.9,18,31,10,14.46,1879,3,0,clothing,ATM,mobile_app,debit_card,US,student,present,regular,enterprise,3d_secure,Wednesday,visa,other,0,57.46013286518251
57.51,1193,2,1,18,65.31,31.7,402.17,0.5,9.2,0,0,0,1,146.5,12.1,14.1,11.7,0.632,30.3,14,481,5,25.8,2165,3,0,grocery,POS,mobile_app,debit_card,US,premium,present,regular,enterprise,signature,Monday,mastercard,gmail.com,0,59.00000391499327
21.95,1070,15.22,4,13,17.86,15.59,1.97,0,4,0,3,1,1,270,0,14.8,8.9,0.283,29.5,4,529,5,6.36,1593,1,0,restaurant,POS,mobile_app,digital_wallet,JP,personal,present,regular,medium,3d_secure,Tuesday,discover,other,0,59.95751842167432
28.49,810,24.66,2,19,27.33,28.62,5.21,22.8,28.4,0,2,0,0,84.1,20.3,16.2,8,0.363,8,10,622,8,-0.14,2737,1,0,restaurant,ATM,mobile_browser,credit_card,IN,business,not_present,regular,medium,3d_secure,Monday,mastercard,gmail.com,0,60.53954505217623
86.79,1266,8.98,2,6,88.73,85.61,2.7,38.8,38.9,0,2,0,0,148.5,9,12.7,9.3,0.874,15.5,14,440,3,1.17,1994,3,0,gas_station,POS,unknown,credit_card,US,personal,present,vip,medium,3d_secure,Monday,visa,gmail.com,0,61.7294265
52.22,1258,12.47,4,5,118.42,121.64,20.47,20.1,22.5,1,2,0,0,28.5,2.8,0,20.2,0.536,23.1,14,457,1,-69.42,2016,1,0,restaurant,mobile,desktop,debit_card,US,personal,present,regular,small,signature,Thursday,amex,other,0,62.673648481507826
7.5,1276,23.77,1,9,6.31,5.93,4.54,12.6,16.8,0,2,0,0,206.3,15.4,11,37.1,0.285,0,18,38,3,1.57,1649,3,0,health,POS,mobile_browser,credit_card,NG,student,not_present,vip,large,pin,Tuesday,mastercard,outlook.com,0,62.793415857795836
69.55,1621,18,2,6,73.77,67.51,8.29,22.5,29.9,0,0,0,0,111.9,16.9,17.1,8.4,0.685,3.6,8,593,3,2.04,1507,1,0,electronics,POS,mobile_app,credit_card,RU,personal,present,regular,medium,3d_secure,Saturday,visa,gmail.com,0,64.08728763283246
33.29,1024,7.26,1,3,37.25,35.19,13.68,31.1,18,1,1,0,0,463.1,4.2,22.9,0.3,0.447,28.2,23,508,5,-1.9,3051,1,0,restaurant,online,mobile_browser,digital_wallet,CN,premium,not_present,regular,medium,3d_secure,Tuesday,visa,hotmail.com,0,64.53684557597283
123.6,1236,0.26,4,10,78.92,76.48,8.94,24.3,0,1,4,0,0,354.2,14.7,12.4,11,0.047,8,7,521,2,47.11,1868,1,0,restaurant,POS,desktop,credit_card,US,premium,not_present,regular,medium,3d_secure,Monday,mastercard,gmail.com,0,65.49230758
2.88,1247,0.7,3,13,6.54,6.28,2.36,0,3.4,1,0,5,0,442.6,12,8.3,15.7,0.117,35,16,505,4,-3.4,2180,2,0,restaurant,POS,desktop,debit_card,US,personal,not_present,vip,large,3d_secure,Wednesday,mastercard,protonmail.com,0,66.80556832151491
122.41,1413,2.05,4,6,184.09,193.48,7.23,15.9,40.9,0,4,0,5,361.2,11.4,10.6,11.8,0.452,9,14,632,7,-71.07,2660,1,0,clothing,POS,mobile_browser,debit_card,US,business,not_present,inactive,small,biometric,Tuesday,visa,other,0,67.02755213703753
289.55,1218,24.9,2,11,201.59,209.72,395.3,40.3,19.8,0,4,0,0,270.1,15.2,16.9,14.3,0.976,25.9,11,459,4,79.83,2354,1,0,gas_station,mobile,mobile_browser,credit_card,GB,premium,present,vip,medium,signature,Tuesday,mastercard,yahoo.com,0,67.09517558990936
413.37,1533,19.78,0,10,97.72,58.91,1.06,3.6,22,0,1,0,0,162.1,6.1,0,21.9,0.081,0,12,427,7,354.46,2945,2,0,gas_station,mobile,desktop,digital_wallet,DE,business,not_present,regular,medium,3d_secure,Saturday,mastercard,outlook.com,0,67.2452139
64.72,998,19.99,1,9,69.21,73.83,8.56,12.6,9.7,3,3,0,0,353.2,4.7,10.4,1.4,0.158,35.7,21,829,1,-9.1,2095,1,0,clothing,online,mobile_browser,bank_transfer,US,personal,present,inactive,small,3d_secure,Tuesday,visa,gmail.com,0,67.56830736
568.36,1599,13.65,6,10,438.94,480.88,14.58,16.5,16.8,0,3,1,0,9.5,0,5.5,26.5,0.127,22.5,11,38,3,87.48,1925,1,1,gas_station,POS,desktop,debit_card,US,student,present,new,small,3d_secure,Sunday,mastercard,yahoo.com,0,68.55652860591499
60.3,802,39.44,4,13,92.43,88.11,8.8,6.8,3.2,0,6,0,0,249.6,16.7,2.9,18.1,0.709,27.6,16,759,10,-27.81,1548,1,0,travel,mobile,mobile_browser,digital_wallet,CA,personal,not_present,regular,medium,signature,Wednesday,discover,outlook.com,0,69.69990869
92.93,1017,18.64,0,10,80.15,70.74,12.64,16.5,63.9,1,5,0,0,199.3,25.9,17.1,8.9,0.479,13.2,10,754,2,22.19,2598,1,0,electronics,mobile,unknown,debit_card,US,personal,present,inactive,large,3d_secure,Wednesday,visa,hotmail.com,0,69.70395500693066
13.55,1197,15.29,3,10,16.44,17.07,0.47,17.2,22,1,1,0,0,90.7,8.2,19.7,1.8,0.101,30.1,4,43,5,-3.52,1534,2,0,grocery,POS,tablet,debit_card,RU,personal,present,new,medium,biometric,Thursday,discover,yahoo.com,0,70.11858317934701
63.24,857,29.43,3,6,61.16,57.86,2.18,0,0,0,2,0,0,310,2.2,0,7.4,0,18.2,7,506,5,5.38,1617,2,0,restaurant,POS,mobile_browser,digital_wallet,FR,personal,present,inactive,medium,3d_secure,Thursday,visa,gmail.com,0,70.43194170547984
39.27,1015,39.22,4,8,51.89,48.22,89.39,1.6,52.6,0,3,1,1,364.9,31.4,27,7.1,0,14.7,11,861,7,-8.95,2752,4,0,electronics,mobile,mobile_app,debit_card,US,personal,present,regular,medium,biometric,Saturday,discover,gmail.com,0,70.57761876167982
136.39,1378,34.25,2,6,81.82,90.93,8.79,23.8,49.6,2,1,0,2,248.2,20.3,15.7,20.5,0.25,12.3,3,562,5,45.46,1760,1,0,electronics,POS,tablet,debit_card,US,business,not_present,inactive,medium,biometric,Sunday,visa,yahoo.com,0,70.65167338877629
53.54,1165,12.73,1,13,48.93,52.46,6.1,3.6,13.8,0,3,1,1,195,10.2,16.6,6.6,0.402,24.1,15,658,5,1.08,1950,2,0,online_services,ATM,mobile_app,bank_transfer,DE,personal,present,new,enterprise,none,Sunday,amex,gmail.com,0,70.89058037
43.21,1266,22.48,3,13,69.34,72.06,13.13,23.3,27.2,1,2,0,1,271.8,15.6,9.2,21.1,0.361,4,14,780,1,-28.86,2816,2,0,grocery,mobile,mobile_app,debit_card,DE,student,not_present,regular,large,pin,Saturday,visa,gmail.com,0,72.55119061625736
70.7,1554,26.98,0,7,51.54,46.39,0.74,9.3,57.4,1,2,0,0,409.7,5.8,6,7.7,0.406,24.4,7,430,9,24.31,1662,2,0,electronics,online,mobile_app,credit_card,DE,personal,present,regular,medium,biometric,Friday,amex,other,0,72.77761322192862
7.95,1261,23.17,3,10,6.7,7.18,3.03,13.8,27.9,1,3,4,0,732.9,28.4,18,5.5,0.289,8.9,19,576,4,0.77,2565,1,0,gas_station,POS,tablet,credit_card,NG,personal,not_present,vip,small,3d_secure,Saturday,amex,outlook.com,0,73.20185585
43.51,1009,2.75,4,16,29.49,30.16,4.46,14.2,0,0,0,0,0,20.6,10.6,12.9,8.3,0.469,18.3,10,732,6,13.35,1555,2,0,grocery,online,desktop,credit_card,US,premium,not_present,regular,medium,pin,Tuesday,mastercard,other,0,73.9060263
29.62,1229,21.34,3,6,21.95,20.28,2.99,8.1,16.9,0,2,0,0,796.8,0,16.9,7.7,0.451,79.5,13,818,5,9.34,1885,4,0,clothing,POS,mobile_browser,digital_wallet,FR,personal,not_present,regular,large,pin,Wednesday,visa,gmail.com,0,74.16817150526124
25.63,1085,33.39,2,14,28.18,27.5,6.32,37.1,6.1,2,4,0,0,506.9,23.9,9.7,8.8,0.371,7.8,7,565,5,-1.88,1629,1,0,electronics,mobile,mobile_app,digital_wallet,IN,personal,not_present,new,small,3d_secure,Friday,visa,outlook.com,0,76.23749442547043
307.12,123,26.28,1,9,228.12,204.63,1.89,1.4,36.4,0,2,0,0,330.5,20.4,18,18.1,0.392,12.6,13,921,7,102.48,1560,2,0,entertainment,mobile,tablet,digital_wallet,US,personal,present,vip,large,3d_secure,Monday,visa,other,0,78.14106014690444
17.88,877,11.7,1,7,38.12,40.79,14.29,7.9,24.8,0,10,0,0,130.3,21.4,6.2,1.1,0.342,30.3,2,544,9,-22.91,2738,1,0,grocery,online,mobile_app,digital_wallet,GB,business,not_present,inactive,small,pin,Monday,mastercard,other,0,78.30929569799991
20.83,992,2.06,7,11,23.49,22.77,1.16,29.3,42.2,0,6,0,0,138.4,20.2,25.6,18.3,0.404,5.4,19,458,2,-1.94,1582,3,0,restaurant,mobile,desktop,debit_card,US,business,not_present,new,large,biometric,Wednesday,visa,gmail.com,0,78.70813807950894
161.02,835,4.01,1,9,309.01,279.87,2,14.6,16,1,5,0,0,554.3,23.3,7.7,3.3,0.613,30.7,2,416,7,-118.84,2004,2,0,entertainment,mobile,desktop,digital_wallet,BR,personal,not_present,regular,enterprise,3d_secure,Wednesday,mastercard,gmail.com,0,78.91573775
19.31,912,34.06,1,6,29.28,31.38,123.67,22.3,5.5,0,4,0,2,361.4,20.1,0,4.8,0.257,32.9,12,637,4,-12.07,2222,1,0,clothing,ATM,desktop,debit_card,US,personal,present,inactive,enterprise,signature,Saturday,visa,hotmail.com,0,79.11018255865582
187.19,1340,20.08,3,9,134.01,135.01,5.51,16.2,18.3,0,5,0,6,257.5,4.2,0,0.5,0.332,16.9,19,630,7,52.18,2164,2,0,restaurant,POS,mobile_app,digital_wallet,CN,premium,present,new,enterprise,3d_secure,Wednesday,visa,gmail.com,0,79.13198155575982
82.45,1214,23.81,2,11,74.88,79.33,17.08,25.4,27,0,0,0,0,221,0,8.5,5.6,0.155,1.9,12,520,6,3.12,2190,2,0,gas_station,POS,desktop,debit_card,US,premium,not_present,regular,enterprise,biometric,Saturday,amex,gmail.com,0,79.67746695692972
39.06,814,31.09,5,8,29.89,27.3,9.48,20.1,20.9,4,2,0,0,411.6,15.7,8.5,9.7,0.433,0,12,522,2,11.76,2269,2,0,clothing,online,mobile_app,debit_card,US,premium,present,vip,small,3d_secure,Saturday,amex,gmail.com,0,80.08260834
102.2,1376,32.7,4,7,72.87,66.47,7.73,15,38.6,0,3,1,0,522.1,9,3.3,2.1,0.318,17.5,13,33,4,35.73,2709,4,0,clothing,POS,desktop,credit_card,JP,personal,present,regular,enterprise,3d_secure,Sunday,mastercard,yahoo.com,0,80.11326197465154
62.01,90,1.25,7,7,68.94,60.64,5.77,27.5,25.6,0,2,0,0,195.1,0,17.6,10.1,0.147,26.1,12,622,3,1.37,2300,3,0,grocery,ATM,desktop,digital_wallet,US,personal,present,inactive,small,biometric,Wednesday,amex,yahoo.com,0,80.30270500883755
83.6,1237,2.81,1,7,101.97,110.29,9.21,13.5,12.2,1,0,0,0,350.7,0,5.7,19.5,0.123,0.1,13,447,5,-26.69,1579,2,0,clothing,mobile,desktop,debit_card,GB,personal,present,new,large,3d_secure,Tuesday,discover,yahoo.com,0,81.68824436046937
31.05,804,11.45,1,13,25.04,28.25,393.54,37.5,24.7,0,0,0,0,238.3,16.6,8.5,18.7,0.257,7.9,17,581,8,2.79,2593,1,0,clothing,mobile,mobile_app,digital_wallet,CA,personal,not_present,regular,large,3d_secure,Monday,mastercard,gmail.com,0,81.84708348071177
19.74,867,15.69,3,6,12.53,14.72,2.15,0,5.4,0,0,0,0,236.5,27.5,0,15.5,0.361,32.3,8,573,8,5.02,1510,2,0,gas_station,online,mobile_app,debit_card,US,premium,present,regular,small,3d_secure,Tuesday,amex,gmail.com,0,81.93787138008335
45.27,1141,25.65,0,10,48.26,46.65,4.33,10.6,39.6,0,8,0,0,366.6,73.4,11.4,12.2,0.402,10,0,677,2,-1.39,2504,1,0,entertainment,online,tablet,credit_card,US,personal,present,regular,large,signature,Friday,discover,gmail.com,0,82.32778920357806
40.05,1711,2.55,1,6,136.79,123.83,9.58,8.2,24.8,1,4,0,0,271,8,0,11.7,0.152,14.7,15,588,2,-83.79,2186,2,0,entertainment,mobile,tablet,debit_card,BR,premium,not_present,new,enterprise,signature,Wednesday,visa,yahoo.com,0,84.78933065349491
352.13,73,2,13,8,46.76,28.38,2.28,18.4,100,3,7,2,0,24.3,6.9,17.8,12.3,0.885,100,2,49,6,323.75,120,3,2,jewelry,POS,unknown,bank_transfer,FR,student,not_present,inactive,medium,3d_secure,Saturday,visa,other,1,84.95007464535955
69.67,938,17.62,0,10,47.34,46.48,11.79,3,34.7,0,5,0,0,134.6,15.6,14.3,22.2,0.485,13.9,9,524,2,23.19,1568,1,2,restaurant,POS,desktop,debit_card,US,premium,present,inactive,small,3d_secure,Wednesday,visa,yahoo.com,0,85.59686455133198
123.94,1210,27.66,0,17,206.73,228.44,14,3.1,5.1,0,1,0,0,353.5,7.7,13.9,5.1,0.118,14.3,7,608,4,-104.49,1594,1,0,entertainment,online,mobile_browser,debit_card,US,personal,present,regular,small,signature,Friday,amex,yahoo.com,0,86.42851937455086
12.3,50,26.07,5,9,31.13,32.43,6.93,5.6,18.6,0,2,0,1,137.7,17.5,9.6,0,0,43,17,560,2,-20.13,2255,1,0,gas_station,POS,mobile_browser,debit_card,BR,personal,not_present,regular,enterprise,3d_secure,Tuesday,mastercard,gmail.com,0,86.58589261450562
302.81,1186,21.06,1,11,225.07,257.02,6.78,11.5,12.5,0,0,0,0,262.6,9.9,90.6,12.6,0.251,8.6,19,496,1,45.79,3018,3,0,entertainment,online,desktop,debit_card,CN,student,present,new,enterprise,none,Monday,discover,yahoo.com,0,87.34148699303117
5.68,990,17.41,2,28,5.6,6.32,1.27,23.2,13.2,0,2,0,1,46.8,27.1,14.4,10.5,0.072,17.2,21,522,3,-0.64,1816,2,1,grocery,POS,mobile_app,bank_transfer,US,business,present,regular,large,pin,Monday,amex,yahoo.com,0,87.60743021660447
122.19,1150,2.03,1,11,77.06,82.02,23.45,21.5,10.2,0,2,0,0,268.4,25.8,3.3,16.8,0.501,17.3,0,552,0,40.17,2306,3,0,restaurant,mobile,desktop,credit_card,US,personal,present,vip,medium,biometric,Wednesday,mastercard,gmail.com,0,88.18772239
29.68,1179,28.28,0,13,20.17,20.11,5.38,13.6,28.7,1,1,0,0,164.7,20.9,9.7,12.3,0.526,32.3,21,708,1,9.57,1561,1,0,grocery,online,desktop,debit_card,FR,business,not_present,vip,large,3d_secure,Sunday,amex,yahoo.com,0,88.76994833002873
107.1,1040,21.6,1,4,35.3,17.57,56.57,80.4,49.4,2,2,0,0,101.1,10.8,3.3,30.4,0.408,0,17,524,5,89.53,2028,1,0,health,mobile,tablet,credit_card,RU,premium,not_present,vip,small,3d_secure,Wednesday,mastercard,gmail.com,0,89.21503178
9.65,1401,17.49,0,13,30.54,26.66,283.73,4.2,27.7,0,1,0,0,249,10.6,18.2,29.1,0.31,0,13,447,5,-17,1530,2,0,clothing,mobile,mobile_app,debit_card,US,personal,present,inactive,small,signature,Wednesday,mastercard,gmail.com,0,89.26991668711183
135.83,1184,27.7,3,13,89.62,88.76,17.53,31.3,28.4,0,0,2,1,203.6,20.8,0,13.6,0.111,16.1,16,705,4,47.07,2387,1,1,clothing,mobile,desktop,credit_card,AU,personal,not_present,regular,small,biometric,Tuesday,visa,yahoo.com,0,90.31603066777468
107.02,1088,24.87,4,10,141.21,123.9,1.18,15,26.6,2,1,0,0,724.8,7.3,3.3,12.1,0.388,17,20,477,6,-16.88,1553,1,0,entertainment,mobile,mobile_app,bank_transfer,US,personal,not_present,regular,large,pin,Saturday,visa,yahoo.com,0,90.54038063810178
92.56,875,17.17,6,14,95.51,85.43,25.76,29.5,37.4,0,0,0,0,392.9,22.5,6.8,10.6,0.578,27.4,20,931,4,7.13,130,3,1,clothing,ATM,tablet,debit_card,US,business,not_present,regular,medium,signature,Saturday,mastercard,outlook.com,0,90.66011125993417
64.18,1523,12.35,3,9,70.6,65.74,14.68,17.2,10.5,1,1,0,0,261.5,15.3,6.9,6.8,0.066,6,9,497,3,-1.56,1796,1,0,grocery,mobile,mobile_app,credit_card,JP,premium,not_present,vip,medium,pin,Sunday,mastercard,other,0,90.68425652
27.37,1484,11.69,2,13,39.43,44.21,11.38,12.7,15.4,0,0,4,0,168.7,7.7,18.2,0,0,23.5,20,502,3,-16.85,2929,1,0,gas_station,POS,tablet,digital_wallet,AU,personal,present,regular,medium,biometric,Wednesday,visa,outlook.com,0,91.20264799527975
116.58,1745,11.5,1,13,146.35,131.75,668.17,34.7,9.3,1,2,0,0,125.5,0,12,4,0.292,4,11,584,6,-15.17,2139,5,0,restaurant,POS,mobile_browser,credit_card,US,business,present,inactive,medium,3d_secure,Monday,amex,outlook.com,0,91.85912200115482
106.9,955,24.03,2,10,66.7,64.25,0.52,13.4,20.5,0,2,0,0,497.8,7,0.7,19.8,0.43,2.3,14,594,6,42.65,1696,4,0,restaurant,POS,desktop,digital_wallet,GB,personal,present,regular,medium,none,Wednesday,visa,gmail.com,0,91.86882363073873
27.16,1210,20.53,4,8,25.02,23.53,51.22,0,37.8,0,2,0,0,259.9,14.6,58,14.1,0.237,23.8,6,425,4,3.64,1758,3,0,health,POS,tablet,credit_card,US,premium,not_present,inactive,small,signature,Thursday,visa,outlook.com,0,92.28504936977744
69.03,1257,17.03,1,4,52.88,48.96,1.27,7.6,26.5,4,2,1,0,242.8,7.5,2.4,13.5,0.62,21.5,16,607,11,20.06,1728,4,0,gas_station,online,mobile_browser,bank_transfer,AU,premium,not_present,inactive,medium,signature,Sunday,mastercard,gmail.com,0,92.43400737506931
47.06,1038,12.17,4,9,27.02,29.96,7.61,30.1,16.4,0,2,0,0,216.4,0,16.1,21.6,0.35,24.6,13,875,9,17.09,2894,2,0,grocery,POS,mobile_app,bank_transfer,US,personal,present,regular,large,biometric,Monday,mastercard,hotmail.com,0,93.03495949316698
533.7,1297,2.34,2,14,430.01,389.72,11.34,81.2,0,0,3,1,1,151.4,30.7,5.5,8,0.273,4.3,19,507,4,143.99,1512,2,0,grocery,mobile,desktop,credit_card,US,personal,not_present,regular,medium,signature,Saturday,visa,hotmail.com,0,93.14608994223968
51.7,179,19.32,1,9,50.51,55.74,43.67,16.1,10,2,4,0,0,198,4.7,23.8,11.7,0.289,10.8,20,922,2,-4.04,1942,2,0,online_services,mobile,mobile_browser,credit_card,US,personal,present,regular,enterprise,signature,Friday,visa,protonmail.com,0,93.82713320822896
45.46,1039,41.25,3,7,36.38,34.4,2.88,22.4,24.4,0,3,0,0,145.1,21.2,0,11.4,0.42,14.6,9,752,4,11.06,2074,1,0,restaurant,mobile,desktop,credit_card,US,personal,not_present,vip,small,signature,Friday,discover,other,0,94.11072925
32.21,922,23.22,2,7,23.63,24.69,2.15,20.1,23.7,0,2,0,1,266.5,23.6,16,24.4,0.428,62.5,10,851,1,7.52,2045,2,0,restaurant,POS,mobile_browser,digital_wallet,US,personal,not_present,regular,medium,signature,Friday,visa,gmail.com,0,95.71172867
96.86,848,24.58,8,8,60.5,57.9,3.19,7.2,12.6,0,4,0,0,507.4,7,9.8,11.5,0.296,35.8,6,438,6,38.95,1744,1,0,restaurant,ATM,mobile_app,debit_card,DE,personal,present,vip,small,signature,Friday,discover,yahoo.com,0,95.79753642891927
24.81,1612,3.92,7,7,89.43,78.63,8.22,0,5.4,0,3,0,0,144.1,0,18.8,12.5,0.11,8.9,12,572,4,-53.82,1558,1,0,grocery,POS,mobile_app,digital_wallet,US,personal,present,new,large,signature,Monday,mastercard,gmail.com,0,96.03947324063647
16.9,1537,12.16,3,5,25.17,24.11,7.2,10.8,31.4,0,2,0,0,422.4,6.1,5.4,17.2,0.207,14.8,19,589,4,-7.21,1784,1,1,electronics,online,desktop,debit_card,US,business,present,new,enterprise,signature,Sunday,discover,gmail.com,0,96.10933092595792
73.41,918,13.3,4,10,89.55,86.14,11.64,7.1,21.8,0,3,0,0,108.8,7.7,15,11.3,0.507,3.5,8,464,5,-12.73,2023,1,0,travel,mobile,desktop,debit_card,FR,personal,present,inactive,medium,3d_secure,Thursday,amex,outlook.com,0,97.60932135630534
96.01,1478,20.52,4,9,149.01,149.16,4.36,18.8,5.3,0,4,0,0,709.4,2.1,25.7,14.6,0.208,7.4,1,572,2,-53.14,1814,2,0,grocery,online,mobile_browser,digital_wallet,US,personal,present,inactive,medium,3d_secure,Wednesday,visa,gmail.com,0,98.82635490645872
29.37,855,8.2,0,9,27.07,27.24,7.53,16.5,34.9,1,1,0,1,427.6,0.4,14.5,18.8,0,3.6,12,696,5,2.13,2160,2,0,health,ATM,desktop,credit_card,BR,premium,present,regular,small,pin,Monday,visa,yahoo.com,0,98.99938478109438
162.22,1082,15.35,0,16,86.68,100.33,0.8,0,29.4,5,1,0,1,754.5,13,10.2,2.6,0.195,25.2,10,472,6,61.89,1526,2,0,restaurant,POS,unknown,debit_card,CA,personal,not_present,new,small,3d_secure,Saturday,mastercard,outlook.com,0,99.62506716973985
6.61,869,22.85,3,6,10.11,9.69,2.13,0,42.7,1,0,0,0,138.2,10.7,16.4,11.5,0.566,12.1,12,435,5,-3.07,1747,1,0,gambling,mobile,tablet,digital_wallet,DE,premium,not_present,regular,small,signature,Tuesday,visa,other,0,100.6107679318706
